Attendance,Attendance Status,Bonus,Date,Director,Email,Gender,Job Level,Month,Name,Please enter your feedback,Please enter your score,Please select your location,Quarter,Salary,Senior Manager,Team,Training
Absent,56,3318.73,2025-01-07,Erin Fuentes,madison47@yahoo.com,Other,Junior,June,Taylor Bray,Red occur garden performance anything Congress skill hot.,10,London,Q1,87080.43,James Hoffman,Development,In Progress
Present,74,2993.56,2025-04-06,Anna Powell,susan95@yahoo.com,Other,Lead,December,Grace Morrow,According offer recognize movie could big third.,10,Tokyo,Q4,31972.49,Diana Reed,Development,In Progress
Present,79,1424.72,2025-02-13,Bradley Miles,alexis43@williams.com,Male,Junior,January,Sally Burnett,Security serve benefit including question environment artist research many training beautiful executive.,2,New York,Q1,113120.32,Gloria Martin,Marketing,In Progress
Absent,71,2787.46,2025-04-23,Michael Juarez,jamieholt@arnold-snyder.com,Other,Junior,November,Natasha Smith,Picture check argue magazine trade decide another.,7,Tokyo,Q3,37091.97,James Horne,Support,In Progress
Present,86,1543.39,2025-01-10,Joanna Sullivan,ramirezjennifer@valencia-cline.com,Female,Junior,January,Audrey Ibarra,Responsibility probably area condition front activity base create hundred.,2,Sydney,Q2,38613.19,Joshua Thomas,Sales,In Progress
Absent,26,1621.57,2025-01-12,Brian Combs,katherineflores@brown.net,Other,Senior,March,Darrell Williams,Head unit to third across arm down spend thing boy then.,3,New York,Q4,119142.42,Wanda Harris,Marketing,In Progress
Absent,97,3163.49,2025-04-01,Javier Smith,genelee@yahoo.com,Female,Lead,August,Peter Miller,Green find board trip possible natural support.,7,Mumbai,Q3,53788.28,Jessica Jenkins,HR,In Progress
Present,31,3593.42,2025-01-19,Holly Hogan,cjohnson@fisher-humphrey.com,Female,Senior,March,Jordan Brown,Reduce travel door show follow rest million child.,2,London,Q3,91687.69,Mary Joseph,HR,Completed
Present,94,4569.44,2025-02-14,Michael Serrano,brandon07@yahoo.com,Male,Junior,January,Ryan Smith,Kitchen not game within take imagine.,5,London,Q4,74198.95,Dennis Martin,Development,Pending
Absent,84,2197.2,2025-04-03,Nina Elliott,ashleymartinez@rodriguez.com,Male,Senior,September,Shannon Vance,Defense responsibility take tonight clear job yourself any it international rate seat.,3,New York,Q4,116904.26,Alicia Smith,Marketing,Pending
Absent,94,1703.75,2025-02-03,Mariah Stone,robertmartinez@pugh.info,Male,Lead,May,Brandon Sandoval,Answer maybe everyone simply heavy what machine military base.,8,London,Q2,48974.27,Drew Stephens,Support,Pending
Present,96,2740.23,2025-01-29,Cody Smith,dweber@murphy.info,Female,Junior,January,Karen Wang,Everyone open attorney area prove increase indicate able agreement you different personal rate.,2,Mumbai,Q4,70501.02,Robin Johnson,Marketing,Completed
Absent,62,1952.22,2025-04-09,Scott Koch,whitedarren@hotmail.com,Other,Senior,June,Joshua Sanchez,Plant lawyer make company power hold.,5,New York,Q3,92832.47,Benjamin Garcia,Development,In Progress
Present,18,1542.97,2025-02-12,Mark Thornton,erneststone@mcguire.info,Male,Junior,August,Brittany Garcia,Young day Mrs baby wish race.,9,Sydney,Q1,78721.74,Ronald Rivera,Support,Completed
Present,30,3925.28,2025-04-18,Michael Hamilton,donaldwilcox@gmail.com,Male,Mid,August,Wesley Anderson,Smile smile blue phone current positive theory.,7,New York,Q4,97645.36,Sergio White,Development,Completed
Present,32,4051.24,2025-02-18,Lisa Smith,wilsondavid@gmail.com,Male,Senior,January,Holly Johnson,Stand member your than full capital western animal culture nature claim want trip.,4,New York,Q1,84324.22,John Peterson,Development,Pending
Absent,55,1774.1,2025-03-30,Jason Tucker,lhall@hotmail.com,Male,Lead,August,Kristen Rowe,Attention hot use middle until white employee simple sit town sense fire.,6,New York,Q1,108945.72,Janice Hale,Sales,Completed
Present,66,2028.44,2025-03-27,Corey Hunt,caleb43@drake.com,Female,Mid,April,Crystal Davis,Live go consumer bit reveal situation edge figure.,4,New York,Q1,101410.06,Shannon Mann,Sales,Pending
Present,17,2926.02,2025-05-05,Jeffrey Kerr,robert09@gmail.com,Other,Junior,March,Derrick Moore,Foreign cause worry bar quite shoulder friend rest happy stuff crime shake possible.,5,New York,Q2,80861.61,Robin Gray,HR,Completed
Present,14,1705.44,2025-01-24,Austin Pineda,mike80@carpenter.com,Other,Senior,July,Robert Ingram,Prepare enough story something type subject dark catch.,4,New York,Q1,65176.53,Stephen Pratt,Marketing,Pending
Absent,91,1725.44,2025-02-02,Christopher Gill,pauljackson@hotmail.com,Male,Mid,April,Michael Mccall,Positive bed pattern develop left meeting final score growth local.,6,Sydney,Q4,43424.05,Amber Gill,Support,In Progress
Absent,1,3947.26,2025-03-04,James Burgess,gonzalezlinda@gmail.com,Female,Mid,January,Justin Vazquez,Skill institution range medical car despite special.,7,London,Q1,91513.84,Dawn Yates,HR,Pending
Absent,5,3398.72,2025-04-18,Henry Boyd,jenniferbeck@yahoo.com,Male,Lead,November,Alexis Johnson,Dinner bed think scientist understand real play international onto president election pressure bed.,4,Mumbai,Q2,86063.31,David Gonzalez,Sales,Pending
Present,1,4586.75,2025-01-04,Colleen Lee,nelsonrichard@richardson-frey.com,Male,Mid,December,Jared Manning,Window reality sure card game less arrive organization news.,7,Mumbai,Q1,62739.83,Anthony Lane,Development,In Progress
Present,0,3199.21,2025-04-15,Brady Jordan,georgemarks@haas-abbott.com,Other,Junior,January,Denise Lynch,American adult heart key challenge church heart nor actually tend turn red.,1,London,Q3,107760.68,Rebecca Bridges,HR,Pending
Present,12,4869.66,2025-05-08,Michelle Hill,hwilliams@fitzpatrick.com,Female,Mid,December,Ronald Williams,Us will sell like scientist development audience toward within.,1,New York,Q4,101031.51,Alex Frey,Support,In Progress
Absent,59,4600.04,2025-04-25,Jody Ellis,cummingskelly@andrade-herrera.com,Other,Lead,February,Jordan Meyers,Almost note shake economic stuff plan.,4,Sydney,Q2,43539.99,Courtney Blackwell,Development,Completed
Present,81,2331.02,2025-05-11,Nathan Mills,fordrobert@gmail.com,Other,Senior,November,Adam Bowman,Task risk picture one street family east lot.,4,Mumbai,Q1,80658.85,John Beasley,Development,In Progress
Present,64,4100.31,2025-01-03,Jeremiah Smith,parkerfriedman@hotmail.com,Female,Mid,September,Richard Hunter,Ball society alone dog create study together once term.,9,Tokyo,Q1,65585.19,Gabrielle Johnson,Sales,In Progress
Absent,41,4958.3,2025-01-24,Derrick Lozano,jmiller@jimenez-lopez.net,Male,Senior,June,Allison Williams,Figure her carry church teacher else perhaps listen view development high pass order.,8,Tokyo,Q3,67933.53,Ronald Garcia,Sales,Completed
Present,23,2439.55,2025-03-21,Jill Richmond,katelyn49@hotmail.com,Male,Junior,November,Melissa Carr,Should simply question training war put probably right only.,7,London,Q3,118835.44,Alicia Brown,Sales,In Progress
Absent,40,3787.43,2025-01-06,Andrew Mays,josephware@paul.com,Male,Mid,September,Mackenzie Donaldson,Operation audience general whatever perhaps history position husband hospital majority second relationship role.,8,Tokyo,Q3,32894.98,Richard Henry,HR,Completed
Present,83,1064.35,2025-02-04,Michele Chang,jessica28@gmail.com,Female,Mid,June,Bryan Downs,Government window thing growth management activity.,7,London,Q1,40173.04,Tracy Garcia,Sales,Pending
Absent,75,3758.57,2025-04-13,Teresa Yates,hunter85@white-fisher.org,Female,Junior,August,Jason Hopkins,Paper garden heavy compare already statement scene.,4,Sydney,Q3,114103.04,Stephen Rodriguez,Marketing,In Progress
Absent,20,2972.17,2025-05-13,Albert Romero,scott23@cooper-coleman.com,Male,Junior,July,Joyce Collins,Indeed yeah away key father game among low.,6,Sydney,Q2,107759.62,Courtney Hill,Development,Completed
Absent,5,4893.11,2025-05-06,Mark Jones,ashley27@gmail.com,Male,Junior,March,Timothy Williams,Discover professor follow production success clear almost most opportunity.,10,Sydney,Q2,76206.49,Alexander Campbell,Support,Pending
Present,47,2126.54,2025-03-25,George Green,cindy92@yahoo.com,Other,Mid,December,David Wall,Speech article majority wrong less after team customer room yes.,3,Sydney,Q4,48588.61,Elizabeth Reynolds,Sales,Completed
Present,84,1914.61,2025-02-22,Matthew Wong,nicholassalazar@schultz-lucero.com,Male,Lead,October,Patrick Mitchell,Watch make room figure answer whatever time law purpose.,3,New York,Q1,36927.74,Benjamin Webb,HR,In Progress
Present,34,1204.58,2025-03-13,Kevin Morton MD,tanya23@gmail.com,Other,Lead,September,Adam Lara,Mrs past oil indeed conference research court account interesting ball again.,3,Tokyo,Q3,40127.63,Kathryn Robinson,HR,In Progress
Absent,85,3537.1,2025-04-23,Cheryl Johnson,bakerelizabeth@yahoo.com,Female,Junior,February,James Scott,Work lawyer never their level yeah he camera million few person.,8,Tokyo,Q3,46485.26,Jeffrey Tran,Support,Pending
Absent,20,2666.9,2025-01-09,Tanya Alvarado,chavezjohn@gmail.com,Female,Senior,August,Patrick Sanders,Still interview town democratic politics however whom use seek young.,7,London,Q3,38491.41,Amy Cummings,Sales,Completed
Present,45,1275.64,2025-01-20,Mr. James Gonzalez,nicole83@may.com,Other,Junior,July,Michael Lee,Scientist fill report magazine protect gas help near between with Republican.,6,London,Q4,118348.97,Aaron Mcdonald,Support,Completed
Present,9,4638.63,2025-01-20,Michele Bennett,stephanie41@gmail.com,Female,Lead,March,Matthew Armstrong,Item room write process Mrs thing ok various lead serious.,2,Sydney,Q2,66094.65,Barbara Hess,Support,Completed
Absent,36,4159.14,2025-05-11,Michael Russell,preyes@dixon.org,Male,Junior,March,Melissa Johnson,Suffer center economic still author lot.,5,Mumbai,Q3,104305.82,Larry Mckenzie,Development,Completed
Absent,68,4034.94,2025-02-24,Joyce Pope MD,jsmith@gmail.com,Male,Senior,July,Mario Carter,Several nation big great shoulder yourself court develop assume step.,4,Mumbai,Q1,54558.58,Ricky Mccarthy,Sales,Pending
Absent,12,4398.8,2025-02-03,Beth Bond,joel48@mclaughlin.com,Female,Junior,August,Debbie Bryant,However pull treatment raise science treatment around.,2,New York,Q4,102142.73,Miranda Montoya,HR,In Progress
Present,7,1729.67,2025-02-13,Lindsey Rios,william83@yahoo.com,Female,Senior,August,Nathan Gaines,By special why discuss time accept fall party world.,2,New York,Q1,95757.85,Sharon Nguyen,Sales,In Progress
Absent,23,1600.21,2025-04-07,George Baird,hendersondaniel@hotmail.com,Male,Senior,November,Sara Moyer,Imagine without check sign fine contain near fight open.,1,London,Q2,107059.76,Melissa Parker,Support,Completed
Absent,3,2373.28,2025-04-13,Scott Beltran,juliewest@hotmail.com,Other,Junior,March,Jason Jones,Among not bar by build pattern.,2,Mumbai,Q3,108293.64,Sandra Thompson,HR,In Progress
Present,28,4520.99,2025-01-27,Martha Singleton,gregory64@hotmail.com,Male,Lead,June,Thomas Lawrence,Care dark Mrs sound after maintain bit customer decide be all.,3,Mumbai,Q3,77878.33,Kimberly Graham,Sales,Pending
Absent,46,3027.07,2025-02-11,Samantha Christensen,zmedina@foster-rodriguez.net,Male,Senior,December,Brian Logan,Break read center compare deep say blue she author continue while movie.,5,Sydney,Q2,66151.67,Randy Gonzalez,Development,Pending
Absent,11,2111.95,2025-02-28,Charles Riley,gary25@yahoo.com,Male,Junior,April,Juan Crane,Treatment again none past east maybe try.,5,Sydney,Q4,81731.04,Christopher Parker,Support,In Progress
Present,87,3043.28,2025-01-09,Elizabeth Sutton,timothy91@gmail.com,Male,Senior,October,Caroline Bryant,Great now debate enough race center person.,1,London,Q2,51961.06,Annette Rodriguez,Marketing,In Progress
Absent,87,4612.67,2025-04-27,Erik Padilla,scottrobert@mendez.com,Male,Lead,May,Kimberly Smith,Role art appear grow against alone.,8,London,Q1,63258.46,Calvin Gonzalez,Marketing,In Progress
Absent,47,3152.94,2025-04-23,Lindsay Walker,daniel77@yahoo.com,Female,Lead,February,Heidi Dyer,Loss line red environmental cell civil four through war Republican build yard low.,3,Sydney,Q4,82065.52,Mark Knight,Development,Pending
Absent,86,2775.96,2025-04-23,Angela Brown,gregory54@myers.biz,Male,Junior,August,Elizabeth Harris,Service either yet friend though manager without though customer actually Mrs give foot.,7,Mumbai,Q4,35834.38,Andrea Guzman,HR,Completed
Absent,27,4871.08,2025-02-09,Sheila Good,vanessastewart@conrad.org,Male,Lead,May,Matthew Austin,Result yard table grow green minute on open.,2,New York,Q4,67591.91,Dr. Monica Campbell,HR,In Progress
Present,77,4488.06,2025-05-08,Daniel Mckinney,zcampbell@hotmail.com,Other,Lead,March,Morgan Vaughn,Choice evidence red international computer meeting give provide end fine decide PM say.,2,Mumbai,Q2,108304.22,William Mora,Marketing,In Progress
Absent,73,2634.4,2025-04-22,Amanda Powell,roberto01@johnson-tate.com,Female,Lead,November,Misty Garcia,Program small every assume lot similar.,4,Mumbai,Q3,118282.03,Mr. Joshua Roberts Jr.,Marketing,In Progress
Present,22,4743.73,2025-01-29,Tiffany Lewis,kristitorres@martin.com,Female,Mid,July,Matthew Brennan,Magazine administration current significant laugh poor chance wish simply record address table experience.,3,London,Q1,55207.69,Patricia Hughes,Sales,Pending
Absent,3,4294.69,2025-01-02,Lynn Pittman,lorimiller@washington.com,Male,Senior,March,Benjamin Peterson,Wonder dinner late picture piece management between identify leg boy summer.,2,New York,Q2,62321.09,Bonnie Lee,Support,Pending
Absent,17,1010.79,2025-03-19,Gregory Jones,gabrielle08@yahoo.com,Other,Lead,May,Michael Smith,White your consider possible series bring very once threat wish.,2,Sydney,Q1,53980.21,Mary Stein,HR,Pending
Present,73,2155.59,2025-04-15,Stephanie Hall,qallen@payne.org,Male,Junior,January,Brett Rivera,Need everything operation air administration community clear involve.,1,Tokyo,Q2,96291.15,Pamela Odonnell,HR,In Progress
Absent,83,1586.22,2025-01-26,Stephanie Mills,williamsbrett@gmail.com,Female,Mid,August,Suzanne Lopez,Century itself people movement form throw employee safe toward true professor laugh.,7,Mumbai,Q1,31471.37,Lee Wilson,HR,In Progress
Absent,16,2914.86,2025-02-10,Michael King,xanderson@gmail.com,Male,Junior,May,Kaitlyn Jackson,Institution water seem condition hospital generation serve.,9,Sydney,Q1,82421.92,Angela Holloway,Sales,In Progress
Absent,43,4981.83,2025-01-18,David Evans,kimberly48@yahoo.com,Other,Senior,March,Megan Dunn,Edge attention issue hear mouth serve nor region ten today central.,1,London,Q4,97531.29,Brian Berry,Support,Pending
Present,66,3334.37,2025-04-10,Sean Chandler,bguerrero@zamora-smith.biz,Female,Senior,January,Elizabeth Palmer,Nor financial instead scene summer various.,6,Mumbai,Q3,107022.95,Dana Brown,Sales,Completed
Absent,64,4330.2,2025-04-06,Randall Patel,jason86@terry-davis.com,Male,Mid,June,Amy Dixon,Best work part yard similar themselves wrong group.,6,Mumbai,Q2,56957.93,Ashley Rangel,Marketing,Completed
Absent,59,4810.44,2025-01-27,Melissa Morgan,kevintrujillo@spears-edwards.net,Female,Junior,April,Marcus Whitehead,American choice exist should book official house positive.,1,London,Q1,36800.64,Amy Simpson,Marketing,Pending
Present,93,4244.28,2025-04-04,Mr. Cameron Walker,roberttrevino@perry-chase.org,Female,Junior,July,Susan Cannon,Necessary perhaps full much sure trial along case dark rate admit down.,6,Tokyo,Q1,79361.15,Alexandria Allison,HR,Pending
Present,20,1118.23,2025-05-09,Dr. Kenneth Cochran,dawn38@harris.biz,Other,Mid,February,Stephanie Erickson,Information capital need own message free rich base mean after those view.,6,Tokyo,Q1,94259.32,Allen Steele,HR,In Progress
Present,21,3259.56,2025-05-05,Lisa Moreno,jrichards@edwards-trujillo.com,Other,Mid,October,Mark Stewart,Tend contain whom whether already order might.,1,Mumbai,Q1,91809.84,Theresa Hutchinson,Marketing,Completed
Absent,7,4837.74,2025-03-24,Jodi Torres,hannahfox@yahoo.com,Other,Senior,March,Tommy Adams,Half section piece western identify right region.,7,Sydney,Q1,70472.73,Sophia King,Development,Completed
Present,38,2908.49,2025-05-08,Theresa Wright,wilsonkatelyn@reeves-armstrong.com,Female,Junior,January,Brandon Kane,Toward all one place resource some raise method cut democratic interesting.,2,Tokyo,Q2,64899.99,Jeffrey Thomas,Development,Completed
Present,87,1978.06,2025-04-20,Wendy Hall,nancysmith@hotmail.com,Other,Senior,December,Janet Arellano,Case expert police about right notice hotel.,9,Sydney,Q1,34092.07,Douglas Fletcher,Development,In Progress
Absent,88,4247.79,2025-01-25,Timothy Perez,kyle04@rodriguez.org,Female,Lead,October,Kimberly Roman,Huge show almost read lawyer over specific by.,2,Sydney,Q4,100252.48,Gerald Thomas,HR,Pending
Present,25,4996.53,2025-05-11,Nathan Nixon,perezlisa@green-wilson.com,Female,Mid,October,Malik Collins,Four small few language stage natural standard.,3,Sydney,Q4,34864.51,Nicholas Arroyo,Development,Pending
Present,74,1711.62,2025-05-03,Nicholas Olsen,gomezjoshua@thompson.com,Female,Mid,April,Adam Bowen,Fund form throughout life age point human.,2,Tokyo,Q1,74950.21,Gary Stewart,Marketing,Pending
Present,36,1015.92,2025-04-19,Mike Jones,craig72@bailey.info,Male,Mid,July,Eric Butler,Garden ever determine simply state road population catch agree yes.,6,Sydney,Q4,34836.43,Brittany Rice,Marketing,In Progress
